id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4402017267,https://doi.org/10.3389/fmicb.2024.1452007,Genes associated with fitness and disease severity in the pan-genome of mastitis-associated Escherichia coli,2024,article,6,gold,,Frontiers in Microbiology,Milk Quality and Mastitis in Dairy Cows,Agricultural and Biological Sciences,Agronomy and Crop Science,15,,,,5.066,Aleksander Grimsrud; Brett E Pickett; Caz Cullimore; David L. Erickson; Diego B. Nóbrega; Eric Wilson; Herman W. Barkema; Jeroen De Buck; Mark A. Olson; Weston D. Hutchison,Brigham Young University; University of Calgary,Biology; Disease; Escherichia coli; Gene; Genetics; Genome; Internal medicine; Mastitis; Medicine; Microbiology; Subclinical infection; Virology; Virulence,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4406949261,https://doi.org/10.1093/ofid/ofae631.1968,P-1805. Identifying Hospital Antimicrobial Usage Trends Using Wastewater Based Surveillance,2025,article,1,gold,,Open Forum Infectious Diseases,Wastewater Treatment and Reuse,Environmental Science,Industrial and Manufacturing Engineering,12,Supplement_1,,,3.273,Aleshia Kormendi; Barbara J. Waddell; Bruce Dalton; Casey R. J. Hubert; Chloe Papparis; Christine O’Grady; Darina Kuzma; Diego B. Nóbrega; Elissa Rennert‐May; Janine McCalder; John Conly; Kayla Moffett; Laura Vivas; Matthew Penney; Michael D. Parkins; Nicole Acosta; R. Benson Weyant; Rhonda G. Clark; Susana Kimura-Hara,Alberta Health Services; University of Calgary,Antimicrobial; Biology; Emergency medicine; Intensive care medicine; Medicine; Microbiology; Pathogenic organism,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3211065767,https://doi.org/10.3389/fvets.2021.764701,"Prevalence, Risk Factors, and Antimicrobial Resistance Profile of Respiratory Pathogens Isolated From Suckling Beef Calves to Reprocessing at the Feedlot: A Longitudinal Study",2021,article,25,gold,,Frontiers in Veterinary Science,Microbial infections and disease research,Immunology and Microbiology,Microbiology,8,,,,3.111,Craig Dorin; Diego B. Nóbrega; Elizabeth R. Homerosky; R. Michele Anholt; Rahat Zaheer; Sara Andrés-Lasheras; Tim A. McAllister,Agriculture and Agri-Food Canada; University of Calgary; University of Guelph,Animal science; Antibiotic resistance; Antibiotics; Antimicrobial; Bacteria; Beef cattle; Biology; Bovine respiratory disease; Feedlot; Florfenicol; Genetics; Medicine; Microbiology; Pasteurella multocida; Tylosin; Veterinary medicine; Weaning,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4390821639,https://doi.org/10.1038/s41598-023-50296-w,Accuracy of an AI-based automated plate reading mobile application for the identification of clinical mastitis-causing pathogens in chromogenic culture media,2024,article,5,gold,,Scientific Reports,Milk Quality and Mastitis in Dairy Cows,Agricultural and Biological Sciences,Agronomy and Crop Science,14,1,,,5.066,Breno Luís Nery Garcia; Cristian Marlon de Magalhães Rodrig Martins; Diego B. Nóbrega; Lucas Faria Porto; Marcos Veiga dos Santos,Universidade de São Paulo; University of Calgary,Artificial intelligence; Biology; Chemistry; Chromatography; Chromogenic; Computer science; Ecology; Gold standard (test); Identification (biology); Internal medicine; Mastitis; Medicine; Microbiology,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3143364913,https://doi.org/10.3168/jds.2020-19569,Molecular characterization of antimicrobial resistance in Klebsiella pneumoniae isolated from Brazilian dairy herds,2021,article,24,bronze,,Journal of Dairy Science,Antibiotic Resistance in Bacteria,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,104,6,7210,7224,1.584,Aline Parolin Calarga; Carla Gasparotto Chande Vasconcelos; Diego B. Nóbrega; Eliane Martins de Lima; Hélio Langoni; Leandro Costa do Nascimento; Marcelo Brocchi,Universidade Estadual Paulista (Unesp); Universidade Estadual de Campinas (UNICAMP); University of Guelph,Antibiotic resistance; Antibiotics; Antimicrobial; Biology; Drug resistance; Escherichia coli; Feces; Gene; Genetics; Klebsiella pneumoniae; Medicine; Microbiology; Multiple drug resistance; Sulfamethoxazole; Tetracycline; Trimethoprim; Veterinary medicine; Virology,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4379801877,https://doi.org/10.3168/jds.2022-22586,A scoping review of the testing of bulk tank milk to detect nonbacterial pathogens or herd exposure to nonbacterial pathogens in dairy cattle,2023,review,9,gold,,Journal of Dairy Science,Animal Disease Management and Epidemiology,Agricultural and Biological Sciences,Agronomy and Crop Science,106,8,5636,5658,0.889,D.F. Kelton; Diego B. Nóbrega; Julie French,University of Guelph,Animal science; Antibody; Biology; Bovine herpesvirus 1; Bulk tank; Dairy cattle; Herd; Herpesviridae; Immunology; Medicine; Serology; Seroprevalence; Veterinary medicine; Viral disease; Virology; Virus,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3161944459,https://doi.org/10.3168/jds.2020-20042,Virulence profiles of Klebsiella pneumoniae isolated from 2 large dairy farms in China,2021,article,16,bronze,,Journal of Dairy Science,Milk Quality and Mastitis in Dairy Cows,Agricultural and Biological Sciences,Agronomy and Crop Science,104,8,9027,9036,2.592,Bo Han; Chunyan Zhu; Diego B. Nóbrega; Jia Cheng; Jian Gao; Jingyue Yang; Man Zhou; Zhijun Cao,China Agricultural University; State Key Laboratory of Animal Nutrition; University of Guelph,Aerobactin; Biology; Enterobacteriaceae; Environmental health; Escherichia coli; Gene; Genetic diversity; Genetics; Klebsiella pneumoniae; Mastitis; Medicine; Microbiology; Pathogen; Polymerase chain reaction; Population; Udder; Veterinary medicine; Virulence,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4388498406,https://doi.org/10.3168/jds.2023-23721,Comparative genomic analyses of Klebsiella pneumoniae K57 capsule serotypes isolated from bovine mastitis in China,2023,article,7,gold,,Journal of Dairy Science,Antimicrobial Peptides and Activities,Immunology and Microbiology,Microbiology,107,5,3114,3126,1.661,Bo Han; Diego B. Nóbrega; Herman W. Barkema; Jian Gao; Jingyue Yang; John P. Kastelic; Xiaofang Tong; Yindi Xiong; Yu-Shan Lin; Yue Wang; Zhaoju Deng,China Agricultural University; University of Calgary,Biology; Escherichia coli; Galleria mellonella; Gene; Genetics; Genotype; Klebsiella pneumoniae; Mastitis; Microbiology; Multilocus sequence typing; Serotype; Typing; Virology; Virulence,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3211698557,https://doi.org/10.1007/s10096-021-04373-5,Population-based epidemiology of Escherichia coli ST1193 causing blood stream infections in a centralized Canadian region,2021,review,14,closed,,European Journal of Clinical Microbiology & Infectious Diseases,Urinary Tract Infections Management,Medicine,Epidemiology,,,,,0.609,Diego B. Nóbrega; Gisele Peirano; Johann Pitout; Rebekah DeVinney; Yasufumi Matsumara,Calgary Laboratory Services; Kyoto University; University of Calgary; University of Guelph,Biochemistry; Biology; Blood stream; Confidence interval; Environmental health; Epidemiology; Escherichia coli; Gene; Immunology; Incidence (geometry); Internal medicine; Medical microbiology; Medicine; Optics; Physics; Population,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4408906477,https://doi.org/10.2196/preprints.75025,Analyzing Public Google Search Interest on Measles in Canada: Identifying Key Moments for Targeted Risk Communication (Preprint),2025,preprint,0,closed,,,Data-Driven Disease Surveillance,Medicine,Epidemiology,,,,,,Diego B. Nóbrega; Mohammad Jokar,,Computer science; Computer security; Data science; Internet privacy; Key (lock); Preprint; World Wide Web,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4409119086,, Dublin in dairy cattle: Review of state of the science.,2025,review,0,closed,,PubMed,"Agriculture, Water, and Health",Environmental Science,Water Science and Technology,66,4,446,455,0.0,D.L. Renaud; Diego B. Nóbrega; Doris Y. P. Leung; M. T. Gillies; S.M. Roche,Health Canada; University of Guelph,Agricultural science; Animal science; Biology; Computer science; Dairy cattle; Environmental science; Programming language; State (computer science),A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4411303057,https://doi.org/10.2196/75025,Analyzing Public Google Search Interest on Measles in Canada: Identifying Key Moments for Targeted Risk Communication (Preprint),2025,article,0,gold,,Journal of Medical Internet Research,Data-Driven Disease Surveillance,Medicine,Epidemiology,27,,e75025,e75025,0.0,Diego B. Nóbrega; Mohammad Jokar,University of Calgary,Computer science; Computer security; Data science; Internet privacy; Key (lock); Medicine; Nursing; Preprint; Public health; World Wide Web,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3128297651,https://doi.org/10.1093/jac/dkab020,Spatial distribution of <i>Escherichia coli</i> ST131 C subclades in a centralized Canadian urban region,2021,article,13,closed,,Journal of Antimicrobial Chemotherapy,Antibiotic Resistance in Bacteria,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,76,5,1135,1139,0.95,Diego B. Nóbrega; Gisele Peirano; Johann Pitout; Rebekah DeVinney; Tarah Lynch; Thomas J. Finn,University of Calgary; University of Guelph; University of Pretoria,Antibiotic resistance; Antibiotics; Archaeology; Biology; Clade; Demography; Distribution (mathematics); Environmental health; Escherichia coli; Gene; Genetics; Geography; Immigration; Mathematical analysis; Mathematics; Medicine; Microbiology; Phylogenetics; Population; Sociology; clone (Java method),A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3182518092,https://doi.org/10.1007/s10096-021-04309-z,Population-based surveillance of Enterobacter cloacae complex causing blood stream infections in a centralized Canadian region,2021,article,13,closed,,European Journal of Clinical Microbiology & Infectious Diseases,Enterobacteriaceae and Cronobacter Research,"Biochemistry, Genetics and Molecular Biology",Endocrinology,41,1,119,125,1.668,Diego B. Nóbrega; Gisele Peirano; Johann Pitout; William Stokes; Yasufumi Matsumara,Calgary Laboratory Services; Kyoto University; University of Calgary; University of Guelph,Biology; Enterobacter; Enterobacter cloacae; Enterobacteriaceae; Environmental health; Escherichia coli; Gene; Genetics; Incidence (geometry); Medical microbiology; Medicine; Microbiology; Optics; Physics; Population,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4399071311,https://doi.org/10.1016/j.vetmic.2024.110133,Biological and genomic characterization of 4 novel bacteriophages isolated from sewage or the environment using non-aureus Staphylococci strains,2024,article,2,hybrid,,Veterinary Microbiology,Bacteriophages and microbial interactions,Environmental Science,Ecology,294,,110133,110133,1.159,Baoling Zhang; Bo Han; Chuang Xu; Diego B. Nóbrega; Herman W. Barkema; Jian Gao; John P. Kastelic; Moli Li; Tao Zhou; Xiaofang Tong; Xiaoping Li,China Agricultural University; Sichuan Agricultural University; University of Calgary,Bacteria; Bacteriophage; Biology; Engineering; Escherichia coli; Gene; Genetics; Microbiology; Micrococcaceae; Sewage; Staphylococcal infections; Staphylococcus aureus; Waste management,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4391684979,https://doi.org/10.1101/2024.02.08.579469,Differences in milk microbiota between healthy cows and cows with recurring<i>Klebsiella</i>mastitis,2024,preprint,1,green,,bioRxiv (Cold Spring Harbor Laboratory),Milk Quality and Mastitis in Dairy Cows,Agricultural and Biological Sciences,Agronomy and Crop Science,,,,,,Bingchun Liang; Bo Han; Diego B. Nóbrega; Herman W. Barkema; Jian Gao; Jingyue Yang; Naiwen Wu; Yindi Xiong,China Agricultural University; University of Calgary,16S ribosomal RNA; Abundance (ecology); Bacteria; Bifidobacterium; Biology; Ecology; Enterobacter; Escherichia coli; Feces; Firmicutes; Gene; Genetics; Gut flora; Immunology; Klebsiella; Lactobacillus; Mastitis; Medicine; Microbiology; Proteobacteria; Relative species abundance; Veterinary medicine,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3133253879,https://doi.org/10.17632/h74fx6996c.1,Supplemental table 1,2021,article,4,closed,,,,,,1,,,,0.862,Diego B. Nóbrega,,Computer science; Data mining; Table (database),A5015254879,https://openalex.org/A5015254879
https://openalex.org/W3198493312,,Use of bulk milk samples to detect infectious diseases of dairy cattle: Protocol for a scoping review,2021,review,2,closed,,,Microbial infections and disease research,Immunology and Microbiology,Microbiology,,,,,0.067,D.F. Kelton; Diego B. Nóbrega; Julie French,,Alternative medicine; Animal health; Animal science; Biology; Biotechnology; Business; Cattle Diseases; Dairy cattle; Environmental health; Food science; Medicine; Pathology; Protocol (science); Veterinary medicine; Virology,A5015254879,https://openalex.org/A5015254879
https://openalex.org/W4401715487,https://doi.org/10.1128/spectrum.00946-24,Impact of carbon dioxide concentrations on laboratory sensitivity of <i>Mycoplasma</i> species isolated from dairy cows,2024,article,0,gold,,Microbiology Spectrum,Microbial infections and disease research,Immunology and Microbiology,Microbiology,12,10,,,0.0,Diego B. Nóbrega; Erik van Engelen; G. Gioia; G. van Schaik; Gennerick J. Samera; Herman W. Barkema; Jermaine R. Walcott; Jeroen De Buck; Kristen N. Kalbfleisch; Marit M. Biesheuvel; P. Moroni; Paul J. Adams,Cornell University; Kwantlen Polytechnic University; New York State College of Veterinary Medicine; Royal GD (Netherlands); University of Calgary; University of Milan; Utrecht University,Biology; Carbon dioxide; Carbon dioxide in Earth's atmosphere; Chemistry; Ecology; Electronic engineering; Engineering; Environmental chemistry; Environmental science; Sensitivity (control systems),A5015254879,https://openalex.org/A5015254879
